"","No.","Time","Source","Destination","Protocol","Length","Info"
"149891",149891,441.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149892",149892,441.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149893",149893,441.71,"192.168.202.76","111.221.74.17","TCP",66,"[TCP Retransmission] 52059 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149894",149894,441.74,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149895",149895,441.78,"192.168.208.1","224.0.0.10","EIGRP",78,"Hello"
"149896",149896,441.89,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"149897",149897,441.95,"192.168.202.1","224.0.0.10","EIGRP",78,"Hello"
"149898",149898,441.98,"192.168.214.1","224.0.0.10","EIGRP",78,"Hello"
"149899",149899,442.18,"AsustekC_8a:21:78","Broadcast","ARP",64,"Who has 192.168.202.1? Tell 192.168.202.97"
"149900",149900,442.18,"CiscoInc_9d:f2:c2","AsustekC_8a:21:78","ARP",64,"192.168.202.1 is at 00:16:47:9d:f2:c2"
"149901",149901,442.3,"192.168.218.1","224.0.0.10","EIGRP",78,"Hello"
"149902",149902,442.47,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149903",149903,442.48,"192.168.202.102","192.168.202.255","BROWSER",263,"Local Master Announcement LENOVO-E33AADF9, Workstation, Server, SQL Server, Print Queue Server, NT Workstation, Potential Browser, Master Browser"
"149904",149904,442.51,"192.168.217.1","224.0.0.10","EIGRP",78,"Hello"
"149905",149905,442.56,"192.168.212.1","224.0.0.10","EIGRP",78,"Hello"
"149906",149906,442.62,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149907",149907,442.62,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149908",149908,442.62,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149909",149909,442.62,"WistronI_2e:6a:5a","Broadcast","ARP",64,"Who has 192.168.202.77? Tell 192.168.202.102"
"149910",149910,442.62,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149911",149911,442.62,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149912",149912,442.62,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149913",149913,442.62,"192.168.202.77","192.168.202.255","BROWSER",259,"Host Announcement C02GN35UDJWR, Workstation, Server, Print Queue Server, NT Workstation"
"149914",149914,442.82,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149915",149915,443.32,"192.168.227.1","224.0.0.10","EIGRP",78,"Hello"
"149916",149916,443.33,"192.168.202.76","111.221.74.17","TCP",66,"[TCP Retransmission] 52060 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149917",149917,443.33,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"149918",149918,443.38,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149919",149919,443.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149920",149920,443.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149921",149921,443.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149922",149922,443.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149923",149923,443.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149924",149924,443.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149925",149925,443.42,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149926",149926,443.43,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149927",149927,443.44,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149928",149928,443.46,"192.168.215.1","224.0.0.10","EIGRP",78,"Hello"
"149929",149929,443.58,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149930",149930,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149931",149931,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149932",149932,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149933",149933,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149934",149934,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149935",149935,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149936",149936,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149937",149937,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149938",149938,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149939",149939,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149940",149940,443.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149941",149941,443.82,"192.168.219.1","224.0.0.10","EIGRP",78,"Hello"
"149942",149942,443.9,"192.168.220.1","224.0.0.10","EIGRP",78,"Hello"
"149943",149943,444.34,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149944",149944,444.35,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149945",149945,444.35,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149946",149946,444.35,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149947",149947,444.38,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149948",149948,444.51,"192.168.202.80","192.168.202.255","SKYPE",90,"Unknown_F Unk: 6"
"149949",149949,444.51,"192.168.202.80","192.168.1.255","SKYPE",90,"Unknown_F Unk: 6"
"149950",149950,444.51,"192.168.202.1","192.168.202.80","ICMP",74,"Destination unreachable (Host unreachable)"
"149951",149951,444.66,"192.168.203.1","224.0.0.10","EIGRP",78,"Hello"
"149952",149952,444.67,"192.168.205.1","224.0.0.10","EIGRP",78,"Hello"
"149953",149953,444.75,"192.168.201.1","224.0.0.10","EIGRP",78,"Hello"
"149954",149954,444.85,"192.168.216.1","224.0.0.10","EIGRP",78,"Hello"
"149955",149955,444.88,"192.168.204.1","224.0.0.10","EIGRP",78,"Hello"
"149956",149956,444.91,"192.168.213.1","224.0.0.10","EIGRP",78,"Hello"
"149957",149957,445.02,"192.168.207.1","224.0.0.10","EIGRP",78,"Hello"
"149958",149958,445.06,"192.168.229.1","224.0.0.10","EIGRP",78,"Hello"
"149959",149959,445.24,"192.168.202.89","87.98.178.61","TCP",70,"2189 > 9001 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"149960",149960,445.24,"192.168.202.1","192.168.202.89","ICMP",74,"Destination unreachable (Host unreachable)"
"149961",149961,445.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149962",149962,445.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149963",149963,445.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149964",149964,445.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149965",149965,445.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149966",149966,445.41,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149967",149967,445.41,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149968",149968,445.42,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149969",149969,445.43,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149970",149970,445.43,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149971",149971,445.44,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149972",149972,445.49,"192.168.206.1","224.0.0.10","EIGRP",78,"Hello"
"149973",149973,445.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149974",149974,445.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149975",149975,445.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149976",149976,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149977",149977,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149978",149978,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149979",149979,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149980",149980,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149981",149981,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149982",149982,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149983",149983,445.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149984",149984,446.15,"192.168.208.1","224.0.0.10","EIGRP",78,"Hello"
"149985",149985,446.17,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149986",149986,446.2,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"149987",149987,446.34,"192.168.214.1","224.0.0.10","EIGRP",78,"Hello"
"149988",149988,446.35,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149989",149989,446.42,"192.168.228.1","224.0.0.10","EIGRP",78,"Hello"
"149990",149990,446.66,"CiscoInc_9d:f2:8d","CiscoInc_9d:f2:8d","LOOP",60,"Reply"
"149991",149991,446.7,"192.168.218.1","224.0.0.10","EIGRP",78,"Hello"
"149992",149992,446.86,"192.168.212.1","224.0.0.10","EIGRP",78,"Hello"
"149993",149993,446.88,"192.168.217.1","224.0.0.10","EIGRP",78,"Hello"
"149994",149994,446.93,"192.168.202.1","224.0.0.10","EIGRP",78,"Hello"
"149995",149995,446.94,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149996",149996,446.94,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149997",149997,446.94,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149998",149998,446.94,"192.168.202.77","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149999",149999,447.33,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150000",150000,447.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150001",150001,447.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150002",150002,447.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150003",150003,447.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150004",150004,447.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150005",150005,447.41,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150006",150006,447.41,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150007",150007,447.43,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150008",150008,447.44,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150009",150009,447.45,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150010",150010,447.61,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150011",150011,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150012",150012,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150013",150013,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150014",150014,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150015",150015,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150016",150016,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150017",150017,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150018",150018,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150019",150019,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150020",150020,447.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150021",150021,447.68,"192.168.202.76","111.221.77.159","TCP",70,"52066 > 40042 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150022",150022,447.68,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"150023",150023,447.71,"192.168.202.76","255.255.255.255","DHCP",346,"DHCP Inform   - Transaction ID 0x9d4f3b8a"
"150024",150024,447.71,"192.168.202.1","192.168.202.76","DHCP",346,"DHCP ACK      - Transaction ID 0x9d4f3b8a"
"150025",150025,447.99,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"150026",150026,448.01,"192.168.202.76","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150027",150027,448.08,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150028",150028,448.09,"192.168.227.1","224.0.0.10","EIGRP",78,"Hello"
"150029",150029,448.24,"192.168.202.89","10.7.136.63","NBNS",96,"Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"150030",150030,448.24,"192.168.202.1","192.168.202.89","ICMP",74,"Destination unreachable (Host unreachable)"
"150031",150031,448.24,"192.168.202.89","87.98.178.61","TCP",70,"[TCP Retransmission] 2189 > 9001 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150032",150032,448.25,"192.168.220.1","224.0.0.10","EIGRP",78,"Hello"
"150033",150033,448.3,"CiscoInc_9d:f2:c5","Broadcast","ARP",64,"Who has 192.168.205.254? Tell 192.168.205.1"
"150034",150034,448.32,"192.168.215.1","224.0.0.10","EIGRP",78,"Hello"
"150035",150035,448.35,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"150036",150036,448.61,"192.168.219.1","224.0.0.10","EIGRP",78,"Hello"
"150037",150037,448.7,"192.168.202.76","111.221.77.165","TCP",70,"52067 > 40025 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150038",150038,448.74,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"150039",150039,448.77,"192.168.202.76","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150040",150040,448.83,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150041",150041,448.98,"192.168.203.1","224.0.0.10","EIGRP",78,"Hello"
"150042",150042,449.06,"192.168.201.1","224.0.0.10","EIGRP",78,"Hello"
"150043",150043,449.18,"192.168.205.1","224.0.0.10","EIGRP",78,"Hello"
"150044",150044,449.3,"192.168.202.76","111.221.77.159","TCP",70,"52068 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150045",150045,449.3,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"150046",150046,449.38,"192.168.213.1","224.0.0.10","EIGRP",78,"Hello"
"150047",150047,449.38,"192.168.229.1","224.0.0.10","EIGRP",78,"Hello"
"150048",150048,449.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150049",150049,449.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150050",150050,449.4,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150051",150051,449.41,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150052",150052,449.41,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150053",150053,449.42,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150054",150054,449.42,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150055",150055,449.43,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150056",150056,449.44,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150057",150057,449.45,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150058",150058,449.49,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"150059",150059,449.51,"192.168.204.1","224.0.0.10","EIGRP",78,"Hello"
"150060",150060,449.54,"192.168.202.76","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150061",150061,449.59,"192.168.216.1","224.0.0.10","EIGRP",78,"Hello"
"150062",150062,449.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150063",150063,449.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150064",150064,449.62,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150065",150065,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150066",150066,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150067",150067,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150068",150068,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150069",150069,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150070",150070,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150071",150071,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150072",150072,449.63,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"150073",150073,449.69,"192.168.202.97","173.194.43.4","TCP",70,"2276 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"150074",150074,449.73,"192.168.202.89","10.7.136.63","NBNS",96,"Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"150075",150075,449.76,"192.168.202.76","111.221.77.146","TCP",70,"52069 > 40019 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150076",150076,449.76,"192.168.206.1","224.0.0.10","EIGRP",78,"Hello"
"150077",150077,449.85,"192.168.202.97","173.194.43.4","TCP",70,"2278 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"150078",150078,449.85,"192.168.202.1","192.168.202.97","ICMP",74,"Destination unreachable (Host unreachable)"
"150079",150079,449.92,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150080",150080,449.97,"192.168.207.1","224.0.0.10","EIGRP",78,"Hello"
"150081",150081,450.23,"WistronI_19:a5:d2","CiscoInc_9d:f2:c2","ARP",64,"Who has 192.168.202.1? Tell 192.168.202.89"
"150082",150082,450.23,"CiscoInc_9d:f2:c2","WistronI_19:a5:d2","ARP",64,"192.168.202.1 is at 00:16:47:9d:f2:c2"
"150083",150083,450.32,"192.168.202.76","111.221.77.165","TCP",70,"52070 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150084",150084,450.36,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"150085",150085,450.57,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"150086",150086,450.64,"192.168.214.1","224.0.0.10","EIGRP",78,"Hello"
"150087",150087,450.68,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"150088",150088,450.69,"192.168.202.76","111.221.77.159","TCP",70,"[TCP Retransmission] 52066 > 40042 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150089",150089,450.69,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"150090",150090,450.78,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"150091",150091,450.79,"192.168.202.76","111.221.77.153","TCP",70,"52071 > 40033 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150092",150092,450.93,"192.168.202.76","111.221.77.159","TCP",70,"52072 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"150093",150093,450.99,"192.168.208.1","224.0.0.10","EIGRP",78,"Hello"
